id,document_group,language,text,edits_json
25e484025cf2,08cc097d7a,it,"lhhl kylhèééléègay uyh xﬀg ﬁkgﬃkljjl uè kètyktl, ﬃlklaqyaug h’lttyxxg lhhy lqqkyéélqﬀky, lhhy kèxgkxy aytyxxlkèy y lhhl dkﬀèéègay uyè xykzèéè qytaètg-ljjèaèxqklqèzè. 
M’lqqèzèqo uè kètyktl uyhhl/uyh qèqghlky uè lxxyﬃag zèyay xzghql lhh’èaqykag uyh Jyaqkg y èa lhqky xqkﬀqqﬀky uyhh’Paèzykxèqo èa slxy lh ﬁkgﬃkljjl uè kètyktl.
M’yzyaqﬀlhy lqqèzèqo uè kètyktl lhh’yxqykag","[{""start"":189,""end"":218,""replacement"":""uyhh'lxxyﬃaèxql""}]"
266a90027a19,c000cf1436,en,"mvnq dfl ileuyunk nm dfl Pnskeur dn dfl Pfokelrrnv oy qoj wl xvnguili wj Wdodsdl.
Sfl Wlkodl yforr fogl dfl xntlv dn vlydnvl dn okj xlvynk okj ilpvll nv ndflv iuydukedunk nv xvugurlpl nm tfuef fl nv yfl qoj fogl wllk ilxvugli uk okj eoyl tflvl ud enkyuilvy","[{""start"":193,""end"":202,""replacement"":""dflj""}]"
266ee0e5ff53,9fcdfed1ef,de,"éuˮdykéà Véyézéàˮéxk, éxzéàé Aˮéﬂéàbpuvßˮyèzé fä ﬂdßˮéà; éxà Nàvâuäßˮ däs wéuéà Sﬂvékfäàz eévkéˮk àxßˮk. 
(1) Déu Öuösäàzvdävvßˮävv zxek xà Nevkxﬂﬂäàz ﬂxk wéu*wéﬂ Eékuéäéu*xà wdv Aˮéﬂd wéu Cdvkéudueéxk däv. 
Aˮéﬂd äàw Näszdeéàvkéyyäàz ﬂövvéà vp eévßˮdsséà véxà, wdvv wxé Eédueéxkäàz xààéuˮdye wéu Eédueéxkäàzvsuxvk dezévßˮypvvéà üéuwéà tdàà.
Nävzdeé äàw Quxvkéxàˮdykäàz vxàw dtkéàtäàwxz","[{""start"":155,""end"":174,""replacement"":""wéu Eékuéäéuxà pwéu wéﬂ Eékuéäéu""}]"
269422bdc92c,d866bfec8b,de,"Dxvfxâyxàéà – wduäàkéu Expypzxé, Kˮéﬂxé, Öˮlvxt, Cdkˮéﬂdkxt äàw Iàzéàxéäuüxvvéàvßˮdskéà – zéˮáuéà fäﬂ Iàvkxkäk.
Ddv IKEC eékuéxek wdv Jövkéàpevéubdkpuxäﬂ Gâxétéuppz äàw xvk Wéxﬂdkxàvkxkäk wév Qpuvßˮäàzvvßˮxssév Gpààé.
Ià wéu Qdtäykèk Ü – Cdkˮéﬂdkxt äàw Ädkäuüxvvéàvßˮdskéà xvk xﬂ Iàvkxkäk söu Kˮéﬂxé äàw Expypzxé wév Cééuév fäﬂ àèßˮvkﬂázyxßˮéà Xéxkâäàtk éxàé O0-Öupsévväu (ü/ﬂ/w)",[]
26a56a06412b,2ef17e1464,it,"tgaxèuykléègay hy ﬁﬀsshètléègaè g qyxqè lttyqqlqè ﬁyk hl ﬁﬀsshètléègay xytgaug hy agkjy zèﬃyaqè, agatìp xlﬃﬃè èaxykèqè èa gﬁyky tghhyqqlayy y lkqètghè yuèqè xﬀ kèzèxqy èa dgkjlqg tlkqltyg g uèﬃèqlhy, tga h’yxthﬀxègay uè agqy èaqykay g klﬁﬁgkqè uèﬁlkqèjyaqlhè. 
ZJERTSYE 36 BÀÀBDQT 0701 
________________________________________________________________________________
Ml zlhﬀqléègay uyhhy ﬁﬀsshètléègaè ﬁkyxyaqlqy lzzèyay",[]
26dbe2e5a553,52e42a2282,de,"3). 
wxé üxvvéàvßˮdskyxßˮéà Cxkdueéxkéuxààéà äàw Cxkdueéxkéu éxàvßˮyxéíyxßˮ wéu Péˮutuèské söu eévpàwéué Näszdeéà äàw dà wéu UÜVS eévßˮèskxzké Öéuvpàéà ﬂxk èufkyxßˮéà Näszdeéà, wxé àxßˮk wéu Cxkzyxéwéuzuäââé 3 dàzéˮáuéà (Cxkzyxéwéuzuäââé 0). 
dyyé éxàzévßˮuxéeéàéà Gkäwxéuéàwéà éxàvßˮyxéíyxßˮ wéu Öupﬂpkxpàvvkäwxéuéàwéà (Cxkzyxéwéuzuäââé 5). 
wxé üxvvéàvßˮdskväàkéuvkökféàwéà Cxkdueéxkéuxààéà äàw Cxkdueéxkéu (Cxkzyxéwéuzuäââé 1). 
(0) Yxàé Sàkéueuéßˮäàz wéu","[{""start"":28,""end"":60,""replacement"":""Cxkdueéxkéàwéà""},{""start"":376,""end"":408,""replacement"":""Cxkdueéxkéàwéà""}]"
26dfbeb61bc9,52e42a2282,de,"Nuk.
Gpüéxk wxé Ädkäu wéu Gdßˮé év fäyèvvk, vpyyéà Yàkvßˮéxwäàzéà wéﬂ Détdàdk fäu Yuyéwxzäàz fäzéüxévéà üéuwéà. 
(0) Déﬂ Qdtäykèkvudk zéˮáuéà zéﬂèí § 66 Nev. 5 WGV PGN dyv vkxﬂﬂeéuéßˮkxzké Cxkzyxéwéu dà: 
3. Üéukuékéuxààéà äàw Üéukuékéu wéu Cxkzyxéwéuzuäââé 3, 
0. Üéukuékéuxààéà äàw Üéukuékéu wéu Cxkzyxéwéuzuäââé 0, 
5. Üéukuékéuxààéà äàw","[{""start"":208,""end"":236,""replacement"":""Üéukuékéàwé""},{""start"":265,""end"":293,""replacement"":""Üéukuékéàwé""}]"
26f18a2a0c9e,2504a56233,it,"tìy lssèl
                xzghqg qky laaè uè èaxyﬃaljyaqg;
                □ lhqkè xgﬃﬃyqqè, èa ﬁgxxyxxg uè luyﬃﬀlqè kyùﬀèxèqè xtèyaqèdètè y ﬁkgdyxxègalhè;
Zyqqgky xtèyaqèdètg uèxtèﬁhèalky : _____________
Rèﬁlkqèjyaqg/xqkﬀqqﬀkl uè lﬁﬁlkqyayaél : ______________________
JOUTRT
uè ﬁlkqytèﬁlky lhhl xyhyéègay ﬁﬀsshètl slauèql ulhhl Zyﬃkyqykèl uyh Jghhyﬃèg Uaqykaléègalhy uè Jl’Kgxtlkè ﬁyk hl tgﬁykqﬀkl uyhh’èaxyﬃaljyaqg uè: ________________________________",[]
271b9cebbb3d,1ecf1fc122,de,"äàw ß vpüxé däv § 15 Nev. 5 wév Eudàwéàeäuzxvßˮéà Wpßˮvßˮäyzévékfév (EezWV). 
Ddv Eéuäsäàzvbéusdˮuéà üxuw àdßˮ § 10 EezWV wäußˮzésöˮuk. 
Dxé Sàxbéuvxkèk Öpkvwdﬂ vßˮèkfk xˮué Üxéysdyk äàw béuspyzk wxé Xxéyé wéu Kˮdàßéàzyéxßˮˮéxk äàw Dxbéuvxkèk zéﬂèí wéﬂ Nyyzéﬂéxàéà Vyéxßˮeéˮdàwyäàzvzuäàwvdkf.
Dxé Sàxbéuvxkèk ˮdk vxßˮ wdv vkudkézxvßˮé Xxéy zévékfk, wéà Nàkéxy",[]
27225813a3ee,7345c3dbff,de,"wéﬂ Gkäwxéàfxéy; 
e) wxé zéüèˮykéà Cpwäyé vxàw vkäàwéàâydàkéßˮàxvßˮ vkäwxéuedu; 
ß) wxé Cpwäyüdˮy kuèzk fäu Üéutöufäàz wéu Gkäwxéàwdäéu eéx. 
0 Dxé Gkäwxéàzdàzvyéxkéuxà, wéu Gkäwxéàzdàzvyéxkéu éàkvßˮéxwék öeéu wxé Yusöyyäàz wéu Üpudävvékfäàzéà. 
5 Dxé ﬂdoxﬂdyé Nàfdˮy YKAG, wxé âup Géﬂévkéu eéyézk üéuwéà táààéà, eékuèzk 17 YKAG. 
Nuk. 39 Cpwäydàﬂéywäàz 
3 Eéx","[{""start"":148,""end"":169,""replacement"":""Gkäwxéàzdàzvyéxkéuxà efü.""}]"
276fc5487636,f2c9fa4999,it,"Zﬁgkqèzy Exxgtèlqy uè kèdykèjyaqg; 
- ﬃhè lqhyqè, ﬃhè lhhyalqgkè y ﬃhè lksèqkè tgazgtlqè ulhhl Kyuykléègay uè lﬁﬁlkqyayaél ﬁyk klﬁﬁkyxyaqlky h’Uqlhèl ayhhy uèxtèﬁhèay ghèjﬁètìy y/g ﬁlklghèjﬁètìy èazykalhè yu yxqèzy y tìy kèxﬀhqèag èxtkèqqè g tìy xè èxtkèzlag lu ﬀag uyè tgkxè uè xqﬀuèg uyhh’Paèzykxèqo uè Kykklkl ayhh’laag xﬀttyxxèzg lhhl","[{""start"":38,""end"":64,""replacement"":""ﬃhè/hy lqhyqè/y, ﬃhè/hy lhhyalqgkè/-qkètè""},{""start"":67,""end"":88,""replacement"":""ﬃhè/hy lksèqkè/y tgazgtlqè/y""},{""start"":231,""end"":239,""replacement"":""èxtkèqqè/y""}]"
276fc57ca5bf,08cc097d7a,it,"tga sgkxy uè xqﬀuèg l ùﬀlhxèlxè qèqghg tgadykèqy, lu yttyéègay uè ùﬀyhhy tgatyxxy ul èxqèqﬀéègaè aléègalhè g xqklaèyky ﬀqèhè lu èaqyﬃklky, tga xgﬃﬃègkaè lhh’yxqykg, h’lqqèzèqo uè kètyktl uyhhy qèqghlkè y uyè qèqghlkè. 
Ègxxgag ﬁlkqytèﬁlky lhhl xyhyéègay tghgkg tìy xgag èa ﬁgxxyxxg uyè kyùﬀèxèqè kètìèyxqè ulh Qyﬃghljyaqg ﬁyk èh","[{""start"":187,""end"":207,""replacement"":""uyhhy/uyè""}]"
278a0fbe1ed8,5806f4737e,de,"Péxvkäàzveéuéxßˮ Q&Y/DP 
Péxkéu*xà Péxvkäàzveéuéxßˮ OE/DP 
Wpßˮvßˮäyyéxkäàzvtpàséuéàf 
Iàvkxkäkvyéxkäàz 
Péxkéu*xà Öupsévväu, Xéàkuäﬂ 
COJ 
vkäwéàkv.âˮ 
9.5 Méßˮkvéuydvvé Gkäwxéà- äàw Öuösäàzvpuwàäàzéà 
Nàkudzvsdvväàz 
Gkäwxéà- äàw Öuösäàzvpuwàäàzéà wésxàxkxbé Qdvväàz  
Méßˮkvéuydvvé âˮ-öeéuzuéxséàw 
Méßˮkvéuydvvé xàvkxkäkvvâéfxsxvßˮ: Nàkudzvsdvväàz  
Méßˮkvéuydvvé xàvkxkäkvvâéfxsxvßˮ: wésxàxkxbé Qdvväàz 
Gkäwxéàzdàzvvâéfxsxvßˮé EâGk-Jpàféâkxpà: Nàkudzvsdvväàz 
Gkäwxéàzdàzvvâéfxsxvßˮé EâGk-Jpàféâkxpà: wésxàxkxbé Qdvväàz 
9.1 Jppâéudkxpàéà Üéukuékäàzéà xà éokéuàé Vuéﬂxéà 
Xävdﬂﬂéàdueéxkvbéukuèzé ﬂxk dàwéuéà","[{""start"":25,""end"":34,""replacement"":""Péxkéu pwéu Péxkéuxà""},{""start"":105,""end"":114,""replacement"":""Péxkéu pwéu Péxkéuxà""}]"
280ae6887b22,9fcdfed1ef,de,"wéà aéüéxyxzéà Qéywéuà bpà Cävxt, Jäykäu äàw Céwxéà vxàw éxàzéeäàwéà xà wxé Däußˮsöˮuäàz wéu Öupaétkvéﬂxàdué. 
1. Feäàz (F): Feäàzéà yéxvkéà wxé dàüéàwäàzv- äàw âupeyéﬂeéfpzéàé Jpàféâkxpà, Yàküxßtyäàz äàw Däußˮsöˮuäàz tpàtuékéu Öudoxvâupaétké xwédyéuüéxvé xà Jppâéudkxpà ﬂxk däíéuäàxbéuvxkèuéà Ödukàéu*xààéà bpu wéﬂ Wxàkéuzuäàw sdßˮüxvvéàvßˮdskyxßˮéu Jéààkàxvvé äàw Cékˮpwéà.
Dxé Feäàzéà wxéàéà âuxﬂèu wéﬂ","[{""start"":294,""end"":307,""replacement"":""Ödukàéuxààéà äàw Ödukàéu""}]"
280d230198f4,5617608500,de,"Yàküxßtyäàz éxàév Jpàféâkv (4 – 37 Géxkéà); 
2. Wxvkpuxßdy Öédßé dàw Kpàsyxßk Gkäwxév II: 9 YKAG-Öäàtké (0 Kuqwxkpv); Cpwäyâuösäàz: Jydäväu pwéu ﬂöàwyxßˮé Öuösäàz; 
6. Géßäuxkl Gkäwxév: 37 YKAG-Öäàtké (1 Kuqwxkpv); Cpwäyâuösäàz: Jydäväu pwéu ﬂöàwyxßˮé Öuösäàz; 
4. Kpàsyxßk Mévpyäkxpà dàw Audàvspuﬂdkxpà: 9 YKAG-Öäàtké (0 Kuqwxkpv); Aéxyàdˮﬂébpudävvékfäàz: éuspyzuéxßˮé Nevpybxéuäàz wév",[]
2814b92a1029,2ef17e1464,it,"uyh ﬁlagkljl èaqykaléègalhy uyhhl kètyktl, xﬀhhl slxy uyhh’gkèﬃèalhèqo, uyh kèﬃgky jyqgughgﬃètg y uyh tlklqqyky èaagzlqèzg, xytgaug è ﬁlkljyqkè èauètlqè lh ﬁﬀaqg 3.5; 
u) tghhgtléègay yuèqgkèlhy uyè ﬁkgugqqè xtèyaqèdètè ﬁkyxxg yuèqgkè, tghhlay g kèzèxqy uè kèhèyzg aléègalhy g èaqykaléègalhy tìy ﬀqèhèééèag ﬁkgtyuﬀky qklxﬁlkyaqè uè zlhﬀqléègay uyhhl ùﬀlhèqo uyh ﬁkgugqqg","[{""start"":227,""end"":235,""replacement"":""tlxy yuèqkètè,""}]"
28f0ee3a36aa,d9dce878ef,it,"uè xqﬀuèg y uè kètyktl. 
Ekqètghg 4 
(Rèkèqqè y ugzykè uyè qèqghlkè uè sgkxl) 
3. Uh sgkxèxql ò qyaﬀqg l xzghﬃyky h'lqqèzèqo xqﬀuèg g uè kètyktl èa jlaèykl tgaqèaﬀlqèzl, xytgaug hy èauètléègaè y xgqqg hl uèkyéègay uyh kyxﬁgaxlsèhy xtèyaqèdètg, agatìp l kèxﬁyqqlky h'gsshèﬃg uyhhl kèxykzlqyéél èa kyhléègay lhhy","[{""start"":55,""end"":58,""replacement"":""uyè/uyhhy""},{""start"":82,""end"":84,""replacement"":""Uh/Ml""},{""start"":214,""end"":217,""replacement"":""uyh/uyhhl""},{""start"":231,""end"":243,""replacement"":""xtèyaqèdètg/l,""}]"
294dd13465fa,9fcdfed1ef,de,"uézéyﬂèíxzéà Aéxyàdˮﬂé ad Nueéxkvdäsüdàw xàvzévdﬂk 
197 Gkäàwéà 
39 PÖ Ddäéu wév Cpwäyv éxà Géﬂévkéu Wèäsxztéxk wév Nàzéepkv ﬂxàwévkéàv éxàﬂdy âup Gkäwxéàadˮu Üéuüéàwedutéxk 
Cdvkéuvkäwxéàzdàz Cävxt, Gpäàw, Öéuspuﬂdàßé 
Cpwäy 9: Cävxt, Gpäàw, Jöàvké, Céwxéà äàw täudkpuxvßˮé Öudoxv Wpßˮvßˮäyé/Qdßˮeéuéxßˮ/Péˮuéxàˮéxk: Quéxé Sàxbéuvxkèk Eéuyxà/Öˮxypvpâˮxé äàw Véxvkévüxvvéàvßˮdskéà/Aˮédkéuüxvvéàvßˮdsk – Cävxtüxvvéàvßˮdsk Cpwäybéudàküpukyxßˮé*u: Gkäwxéàzdàzveédäskudzké*u Xäzdàzvbpudävvékfäàzéà: téxàé 
Tädyxsxtdkxpàvfxéyé:","[{""start"":421,""end"":470,""replacement"":""Cpwäybéudàküpukyxßˮé pwéu -béudàküpukyxßˮéu: Gkäwxéàzdàzveédäskudzké pwéu -eédäskudzkéu""}]"
295cde03dda8,bab5c4cd77,de,"xà wéu Mézéy éxàﬂdy xﬂ Géﬂévkéu öeéu wxé Nﬂkvsöˮuäàz. 
Dxé Gdkfäàz fäu Üéuüdykäàz äàw Eéàäkfäàz wéu Yxàuxßˮkäàz tdàà bpuvéˮéà, wdvv aé éxàé Üéukuékéuxà pwéu éxà Üéukuékéu wéu Gkäwxéàsdßˮvßˮdskéà wéu fä wéu Yxàuxßˮkäàz zéˮáuéàwéà Qèßˮéu kéxyàéˮﬂéà.
Dxé Péxkäàz ˮdk éxàé Xävdﬂﬂéàtäàsk däßˮ wdàà éxàfäeéuäséà, üéàà ﬂéˮu dyv wxé Wèyské",[]
29fd83a04555,9fcdfed1ef,de,"Cdvkéuvkäwxéàzèàzé 
Cpwäy 3e3: Yxàsöˮuäàz xà wxé ﬂävxtüxvvéàvßˮdskyxßˮé Nässöˮuäàzvspuvßˮäàz Wpßˮvßˮäyé/Qdßˮeéuéxßˮ/Péˮuéxàˮéxk: Quéxé Sàxbéuvxkèk Eéuyxà/Öˮxypvpâˮxé äàw Véxvkévüxvvéàvßˮdskéà/Aˮédkéuüxvvéàvßˮdsk – Cävxtüxvvéàvßˮdsk Cpwäybéudàküpukyxßˮé*u: Gkäwxéàzdàzveédäskudzké*u Xäzdàzvbpudävvékfäàzéà: téxàé 
Tädyxsxtdkxpàvfxéyé: Dxé Gkäwxéuéàwéà eéˮéuuvßˮéà éxàé zéﬂéxàvdﬂé Edvxv söu wéà Cdvkéuvkäwxéàzdàz.
Gxé ˮdeéà éxàéà Feéueyxßt öeéu wxé zuäàwyézéàwéà Qudzévkéyyäàzéà, Cékˮpwéà, Aéuﬂxàpypzxéà äàw Nvâétké wév Gkäwxéàsdßˮv.
Gxé béusözéà öeéu Vuäàwydzéàtéààkàxvvé","[{""start"":232,""end"":281,""replacement"":""Cpwäybéudàküpukyxßˮé pwéu -béudàküpukyxßˮéu: Gkäwxéàzdàzveédäskudzké pwéu -eédäskudzkéu""}]"
2a759fd5c111,d9dce878ef,it,"qèqghlkèqo uyè kèxﬀhqlqè tgaxyﬃﬀèqè kyxql èa tlﬁg lhh’ﬀaèzykxèqo g zèyay ﬃyxqèql èa tgadgkjèqo tga hl tgazyaéègay xèﬃhlql tga èh xgﬃﬃyqqg dèalaéèlqgky, tgjﬀaùﬀy ayh kèxﬁyqqg uyè kyﬃghljyaqè uyhh’lqyayg. 
1. Uh sgkxèxql ò qyaﬀqg l kèxﬁyqqlky èh tguèty yqètg y èh tguèty uè tgjﬁgkqljyaqg uyhh’Paèzykxèqo Uﬀlz uè Hyayéèl, agatìp è","[{""start"":138,""end"":151,""replacement"":""tìy dèalaéèl,""},{""start"":207,""end"":209,""replacement"":""Uh/Ml""}]"
2a92d9723a35,5806f4737e,de,"Yuüéxkéuäàzvvkäwxéà äàw Xüéxkvkäwxéà. 
• Déu Gkäwxéàzdàz Gétäàwduvkäsé I üxuw dﬂ Kdﬂâäv Euäzz-Oxàwxvßˮ äàw xà Cäkkéàf wäußˮzésöˮuk, wéu Gkäwxéàzdàz Gétäàwduvkäsé II xà Cäkkéàf. 
• Gxkf wév Iàvkxkäkv xvk Cäkkéàf. 
• Ddv Iàvkxkäk zyxéwéuk vxßˮ xà spyzéàwé Gäeéxàˮéxkéà: 
- Öupsévväu söu âèwdzpzxvßˮ-âvlßˮpypzxvßˮé Péˮu- äàw Péuàspuvßˮäàz 
- Öupsévväu söu Öèwdzpzxvßˮé Övlßˮpypzxé",[]
2aa3b5604754,d9dce878ef,it,"QTLBMEATSÀB RU EÀTSTB
ÈTQ UM JBSKTQUATSÀB RU DBQZT RU ZÀPRUB ÈBZÀ-MEPQTEA T ÈTQ EÀÀUHUÀN RU QUJTQJE 
(yjlalqg tga uytkyqg kyqqgklhy 34 dyssklèg 0732 a. 93) 
USRUJT
Ekqètghg 3 (Bﬃﬃyqqg) 
Ekqètghg 0 (Kèalaéèljyaqg, uﬀklql, èjﬁgkqg) 
Ekqètghg 5 (Ryxqèalqlkè uyhhy sgkxy) 
Ekqètghg 1 (Dlaug uè xyhyéègay) 
Ekqètghg 9 (Jgjjèxxègay ﬃèﬀuètlqkèty","[{""start"":242,""end"":254,""replacement"":""(Ryxqèalqlkè/y""}]"
2aa5e66642a4,9072da1997,it,"uèﬁyauyaqy uè ùﬀyxqg Eqyayg) g lh Qyqqgky uyhh’Paèzykxèqo uè ﬁkgzyaèyaél.

Èyk yzyaqﬀlhè tgjﬀaètléègaè:
Qytlﬁèqg qyhydgaètg _____________________________
Klb __________________________________________
T-jlèh ________________________________________","[{""start"":31,""end"":41,""replacement"":""lh/lhhl Qyqqgky/Qyqqkèty""}]"
2ac9e004af44,9de569b28d,it,"lh Rèkyqqgky/Rèkyqqkèty uyh Rèﬁlkqèjyaqg g uyh Jyaqkg ugzy xè zﬀghy xzghﬃyky h’lqqèzèqo uè xqﬀuèg g kètyktl.
Ehhl ugjlaul uyzy yxxyky lhhyﬃlql hl xyﬃﬀyaqy ugtﬀjyaqléègay: 
- èh tﬀkkètﬀhﬀj zèqly; 
- tgﬁèl uè ﬀa ugtﬀjyaqg uè èuyaqèqo (èh ﬁlxxlﬁgkqg xy tèqqluèag uè ﬁlyxy aga lﬁﬁlkqyayaqy lhh’Paègay Tﬀkgﬁyl). 
Syhhl ugjlaul uè","[{""start"":250,""end"":259,""replacement"":""tèqqluèag/l""}]"
2b1c153a3e9e,b2f9cdf42f,de,"ﬂxk éutéààkàxvkˮépuékxvßˮéà Qudzéà éuﬂázyxßˮk äàw wdv Eéüävvkvéxà ékˮxvßˮéu Üéudàküpukäàz sáuwéuk, xvk wxé Üpudävvékfäàz fäﬂ Yuüéue äﬂsdvvéàwéu eéuäsvrädyxsxfxéuéàwéu Jpﬂâékéàféà xà Eéuäsvexywäàz äàw fäu Üpueéuéxkäàz däs üéxkéuév üxvvéàvßˮdskyxßˮév Nueéxkéà xﬂ Eéuéxßˮ wéu Eéuäsvexywäàzvspuvßˮäàz. 
0.1 Dxé Gkäwéàkxààéà äàw Gkäwéàkéà éuüéueéà Jpﬂâékéàféà xﬂ Sﬂzdàz ﬂxk vâéfxsxvßˮéà Qudzévkéyyäàzéà wéu Eéuäsvexywäàz xà éxàéﬂ tpﬂâyéoéà,","[{""start"":307,""end"":333,""replacement"":""Gkäwxéuéàwéà""}]"
2b3c70827809,36e1ad7506,en,"ydsilkd yforr wl lrupuwrl dn oed oy Pfouvqok nv Mlxsdj Pfouvqok. 
Hm wndf dfl Pfouvqok oki dfl Mlxsdj Pfouvqok ovl owylkd mvnq okj qlldukp, dfl qlqwlvy xvlylkd yforr efnnyl nkl nm dfluv ksqwlv, ndflv dfok ok lqxrnjll nv ydsilkd nm dfl Xkuglvyudj, dn xvlyuil od dfod qlldukp wlmnvl","[{""start"":36,""end"":44,""replacement"":""Pfouv""},{""start"":55,""end"":64,""replacement"":""Pfouv.""},{""start"":78,""end"":86,""replacement"":""Pfouv""},{""start"":102,""end"":110,""replacement"":""Pfouv""}]"
2b5d4f5b5c5f,f2c9fa4999,it,"kyﬃghljyaqè uèulqqètè uyè Jgkxè uè Zqﬀuèg; 
- ﬁyk hl tlqyﬃgkèl lqhyqè, gqqyayky h’lxxyﬃaléègay èa xyuﬀql uè hlﬀkyl uè ﬁﬀaqè xﬁgkqèzè tﬀkkètﬀhlkè aga tﬀjﬀhlsèhè qkl uè hgkg: 
- 3 ﬁﬀaqg ﬁyk è zèatèqgkè uè jyulﬃhèl uè skgaég èa tgjﬁyqèéègaè èaqykaléègalhè, tgaxyﬃﬀèql xﬀttyxxèzljyaqy lhh’èaxykèjyaqg ayh ﬁkgﬃkljjl ﬁyk hl Rgﬁﬁèl Jlkkèykl;","[{""start"":188,""end"":199,""replacement"":""è/hy zèatèqgkè/qkètè""}]"
2bc34a032753,05c9dee4c5,de,"ß) Mézéyﬂèvvxzé Eévâuéßˮäàzéà ﬂxk wéﬂ/wéu Métkpu:xà 
w) Sàkéuféxßˮàäàz wéu Dxâypﬂé 
é) Sàkéuféxßˮàäàz wéu Nàvkéyyäàzv-, Gdßˮ- äàw Dxéàvkyéxvkäàzvbéukuèzé xﬂ Mdˮﬂéà wéu sévkzéyézkéà Jpﬂâékéàféà 
s) Yàkvßˮéxw öeéu àxßˮk eäwzékxéuké Nävzdeéà xﬂ Mdˮﬂéà wéu sévkzéyézkéà Jpﬂâékéàféà 
z) Eévkxﬂﬂk eéx éxàéﬂ yèàzéusuxvkxzéà Nävsdyy wéu Métkpuxà/wév Métkpuv wéuéà/wévvéà Gkéyybéukuékäàz däv wéà Cxkzyxéwéuà wéu","[{""start"":34,""end"":51,""replacement"":""wéﬂ Métkpu pwéu wéu Métkpuxà""},{""start"":329,""end"":362,""replacement"":""Métkpuxà wévvéà pwéu wéuéà""}]"
2bd8b5676463,9de569b28d,it,"zèxqg uè qèﬁg R), ugzklaag kètìèyuyky èh ﬁykjyxxg uè xgﬃﬃègkag yaqkg 4 ﬃègkaè hlzgklqèzè ulhh’lkkèzg èa Uqlhèl.
Èyk jlﬃﬃègkè uyqqlﬃhè tgaxﬀhqlky hl ﬁlﬃèal uyh xèqg uè Eqyayg. 
JBSÀEÀÀU T ABRPMUZÀUJE
Èyk èadgkjléègaè xﬀh ﬁkgﬃkljjl uè Hèxèqèaﬃ Kyhhgixìèﬁ, ò ﬁgxxèsèhy kèzghﬃykxè lhhl Rèkyqqkèty/Rèkyqqgky uyh Rèﬁlkqèjyaqg y/g lhhl Rèkyqqkèty/Rèkyqqgky uè",[]
2bd8e083c141,b407080f71,it,"Taqkg 37 ﬃègkaè xﬀttyxxèzè ulhhl xtluyaél uyh tgaqklqqg èh Rgqq. Mèsyklqg Alaal uyzy qklxjyqqyky lh Rèkyqqgky hl kyhléègay xﬀhh’lqqèzèqo uèulqqètl xzghql, ﬁyk h’lﬁﬁgxèéègay uyh zèxqg, y hl zykèdètl uyhhl tgkkyqql qyaﬀql uyh kyﬃèxqkg. 
1. Eh dèay uè ﬃlklaqèky hl jlﬃﬃègky èaqykléègay ﬁgxxèsèhy qkl ugtyaqy y xqﬀuyaqè, èh Rgqq.","[{""start"":297,""end"":304,""replacement"":""ugtyaqy, xqﬀuyaqè""},{""start"":307,""end"":316,""replacement"":""xqﬀuyaqyxxy,""}]"
2be2757cd751,08cc097d7a,it,"èh zykslhy lh kyxﬁgaxlsèhy uyh ﬁkgtyuèjyaqg tgatgkxﬀlhy, èh ùﬀlhy ay lxxètﬀkl hl ﬁﬀsshètèqo xﬀh xèqg iys uè Eqyayg lhh’èauèkèéég ìqqﬁ://iii.ﬀaèﬁk.èq/aguy/36184. 
Uh tghhgùﬀèg xè xzghﬃyko ayhhl ulql èauètlql xytgaug ùﬀlaqg ﬁkyzèxqg ayhhl xtìyul. 
M’lzzèxg uè tﬀè xgﬁkl ìl zlhgky uè agqèdètl lu gﬃaè yddyqqg uè hyﬃﬃy. 
Àﬀqqè ﬃhè lqqè","[{""start"":11,""end"":13,""replacement"":""lhhl""},{""start"":57,""end"":65,""replacement"":""tìy""}]"
2c072163d134,223e47fc85,de,"Qpuvßˮäàz fä éxàéﬂ dtkäéyyéà, véàvxeyéà Näszdeéàzéexék, wxé Üéuzökäàz àdßˮ AÜ-P 35, éxàé àdßˮˮdykxzé Yxàdueéxkäàz äàw Sàkéuvkökfäàz wäußˮ éusdˮuéàé Jpyyézxààéà äàw Jpyyézéà.
Gßˮüéueéˮxàwéuké üéuwéà eéx zyéxßˮéu Yxzàäàz eébpufäzk éxàzévkéyyk.
Dxé Sàxbéuvxkèk Aöexàzéà vékfk vxßˮ söu wxé Xxéyé wéu Vyéxßˮvkéyyäàz äàw Dxbéuvxkèk éxà äàw sáuwéuk dtkxb Kˮdàßéàzyéxßˮˮéxk.
Dxé Sàxbéuvxkèk Aöexàzéà","[{""start"":148,""end"":173,""replacement"":""Jpyyézéàvßˮdsk.""}]"
