id,masked_docstring,t5_pred,target_span,t5_seq_logprob,t5_f
docgap_1039651130d9f075,Adds a point to the current node or iteratively descends to one of its children. Returns the new [GAP] or iteratively.,node,node,-0.23180794715881348,1.0
docgap_115ff9a4ed8e10d9,Pulls [GAP] them uniquely for this build.,the pulls and pulls,parent images and retag,-1.3118643760681152,0.22522522522522523
docgap_0aa5f2e1b914f288,Ensures that every adjacent frequency band pair in [GAP] frequency bands meets the required overlap ratio.,the adjacent,the set of,-0.4549400210380554,0.23529411764705882
docgap_3511c1f4beabd92d,Construct a certificate signing [GAP] certificate authority.,authority. Construct a,request for the specified,-0.5265734195709229,0.12698412698412698
docgap_9c60be23a83ef22c,Get a filename from given name without [GAP] or incompatible characters.,incompatible characters,dangerous,-0.4731777608394623,0.08641975308641975
docgap_d1fd26eed7dba657,Add a [GAP] the parent node,parent node to,new child node to,-0.6102419495582581,0.4487179487179487
docgap_26fc30fc986e44cf,Ensures that the given context is [GAP] context.,the given,a pycairo,-0.5892221927642822,0.05128205128205128
docgap_ff2ef02733bc3082,Delete [GAP] the Cloud BigQuery server.,"_model(client, model_id):. Remove_",a model from,-0.30866706371307373,0.1951219512195122
docgap_870d6a9c71fdcd6e,Decodes and returns [GAP] region.,. Decodes and returns. Decodes and returns,the value in a,-0.5197768211364746,0.07189542483660132
docgap_44dfb222a118649e,Return [GAP] of n master instances in different nodes.,target is a set,a list,-0.4966742992401123,0.14583333333333334
docgap_b612c4afff4732a6,Prepare [GAP] shard of the model for the decoder.,a,one,-0.5991408824920654,0.0
docgap_d07b18e74cfc168e,Sends new timing information. delta [GAP] milliseconds. rate is in milliseconds. tags is a dict of tags to add to the timing.,rate is in,is in,-0.12223795056343079,0.5
docgap_51c7767d75b13897,Decorator that ensures multiprocessing logging uses ZeroMQ queues. [GAP] function that does not work with local logging.,Decorator that ensures multiprocessing logging uses ZeroMQ queue,This is a wrapper,-0.4017466902732849,0.07894736842105263
docgap_bda2aafd4cfe48e9,Remove documents [GAP] mapping_type from the index.,from,of a specified,-0.4166676104068756,0.05063291139240506
docgap_22afb7c69705db27,Write [GAP] content to the database.,the,the remaining,-0.32966893911361694,0.17391304347826084
docgap_f69e29062937efa8,Continuously yield new files with [GAP] in filename.,new files,steps,-0.8339059948921204,0.07407407407407407
docgap_67494baf507eb324,Run the CSS expression on this element and its children and return a list [GAP] results.,of,of the,-0.9149160385131836,0.25
docgap_50cb97baa52cdb65,Print the list of all [GAP] extensions that can be parsed by this parser registry.,the,file,-0.2710687220096588,0.125
docgap_1b78b798e65ac460,Registers a handler for a given URI with Responses so that it can be [GAP] to Stack-In-A-Box.,added,intercepted and handed,-0.7762335538864136,0.12121212121212123
docgap_3a0bfd411a785900,Parses [GAP] in the UBCPI XBlock s content XML.,e_question_xml(root): return question_,the question XML element,-0.1520356386899948,0.28654970760233917
docgap_3f36e5255d8dfe75,Find TEI XML dir of TEI text for the First 1 [GAP] Greek corpus.,st,k Years of,-0.2745199501514435,0.04166666666666667
docgap_47e64b8bd4cf48b4,Handle a single message [GAP] the server.,to,from,-0.5282933712005615,0.15384615384615383
docgap_2b2450e245bb094c,Context manager for deferring writes of [GAP] a context.,a context in,a given bucket within,-0.48654258251190186,0.15476190476190477
docgap_f7f14abd3a6bab74,Show [GAP] a monitored twitter handle.,self as,the details of,-0.3350290358066559,0.125
docgap_859caf2d23b42b53,This method returns the next arm in the order [GAP] make next.,you,that they should,-0.6083465814590454,0.09195402298850575
docgap_6dd700a804c4bacc,Define the constrained portion of the consumption function [GAP] self. mLvlMinNow.,of,as cFuncNowCnst and,-0.4037039577960968,0.019607843137254905
docgap_5e52e185fe8bda9d,Consume a [GAP] and send action in return,shopper,check return,-0.7457265257835388,0.07142857142857142
docgap_7a71e66465f85be7,Writes the data encoding the GetAttributeList request [GAP] to the output_buffer.,", corresponding",payload,-1.3307602405548096,0.058823529411764705
docgap_04c2ae56289e38d4,Start the instance [GAP] instance names.,name with the,with the given,-0.9040673971176147,0.5606060606060606
docgap_739b0f8578423e02,Obtain a new [GAP] logging into MAAS.,ID by,API key by,-0.6547695398330688,0.23333333333333334
docgap_fea74cb6c7dfae2c,Searches the stack for the return target and [GAP] if exists.,returns None. Searches the stack for the return target and returns,returns the index,-0.539509117603302,0.23504273504273504
docgap_fd1c510d1b081349,Picks out the probabilities of the actions along [GAP]-steps.,the,batch and time,-1.1683082580566406,0.08
docgap_7832b266fa9e455e,Returns [GAP] given index if such a node currently exists in the node list or None otherwise.,self._nodes.get(index). Returns,the node with the,-0.2004076987504959,0.12403100775193798
docgap_3b279e66963cd8a0,Sets the affinity capability [GAP] neighbor.,of the,for the neighbor,-0.41939252614974976,0.23529411764705882
docgap_8c65daf329adad05,Use an endpoint and [GAP] additional keyword arguments rather than one.,return Three(**kwargs) arguments to generate,any,-0.6241966485977173,0.01568627450980392
docgap_d4d5aee4b8da305a,report the total progress for the current stack optionally [GAP] completed.,be,given the local fraction,-1.0732641220092773,0.01515151515151515
docgap_64c6a094f8a08789,Rename tables [GAP] source to destination name.,from,from,-0.4779042899608612,1.0
docgap_0b8f1655a3513349,Retrieves and [GAP] the required paths needed to run sphinx.,returns,creates,-0.8188798427581787,0.18518518518518517
docgap_4e1d8cb0e1e20c29,Patches built-[GAP] logging if necessary.,in patch_logging: return other patch_logging(self): return,in Python,-0.45211800932884216,0.059139784946236555
docgap_80852e1701c8f9ad,method finds a single [GAP] base on the given primary key and returns it to the caller,key,record,-1.0064165592193604,0.07407407407407407
docgap_27657cda56da9d5a,Save this data port into an xml. [GAP] object.,com,dom. Element,-0.6955179572105408,0.09523809523809525
docgap_0996101f0951e10a,call callback [GAP] data forever (until \ C-c is reached,to,for all,-1.4832578897476196,0.06666666666666667
docgap_c7951b4c7666e7e7,Decorator that checks if the object of the function has [GAP] sel_axis members.,a number of,axis and,-0.9503713846206665,0.07142857142857142
docgap_21d25bc4fc85226b,Creates a VTK actor [GAP] triangulated surface plots.,with,for rendering,-0.5119544863700867,0.0273972602739726
docgap_eadb7877aebb5bf7,"Return cookies as a string of "" \ \ n ""-separated [GAP] headers.","""",Set-Cookie3,-0.47988271713256836,0.0
docgap_b79172281e4a337e,Returns whether the field is [GAP] in a given mode,visible or not,visible,-0.644855260848999,0.5625
docgap_b5adfd0a4a198183,Compile a template [GAP] the given data.,for,file with,-0.691745400428772,0.044444444444444446
docgap_5a596e76ab339300,Sets the value of three-tuple-if mapped from YANG [GAP] one.,to,variable to a private,-0.3792431950569153,0.052631578947368425
docgap_73b86e6da7799550,Returns a deep copy of an [GAP] crossed referenced lists or dicts,original copy of,object with no,-0.6877268552780151,0.09333333333333332
docgap_5ebc2abdebc33f12,parse_frames-parse [GAP] yield a list of tuples each containing the n-th element of the list.,_frames(filename):.,a file and,-0.29609090089797974,0.18055555555555558
docgap_a8fce177a86f2e97,Calculates the Singular Value Decomposition of the input data [GAP] function.,from the input data,using SciPy s svd,-0.7177517414093018,0.08602150537634409
docgap_7eb6e0a87479c6ff,Returns the state of [GAP] working copy,the,the git,-0.5761495232582092,0.3636363636363636
docgap_376444a350aef403,Get [GAP] CloudFront distribution with a given name.,"_distribution(name, region=None, key=",information about a,-0.04798576608300209,0.1503267973856209
docgap_68cff8d09151bfbb,Return the [GAP] in the hierarchy.,n,number of nodes,-0.5375014543533325,0.02631578947368421
docgap_2abd7be6e2c43c52,Forecast the given [GAP] time Series using the given forecasting function.,forecasting function in,decomposition of observed,-0.8242712020874023,0.18604651162790697
docgap_508094459aae9592,r Returns the phase of [GAP] Fast Fourier Transform of a waveform.,a,the inverse,-0.30926644802093506,0.0
docgap_a9cbb4a09d6e901f,Retrieve a list of CA certificates at either [GAP] TXAWS_CERTS_PATH environment variable.,the,the TXAWS_CERTS_PATH or the,-0.8038831949234009,0.07843137254901959
docgap_686c53bf8650727d,Adds command line arguments to [GAP] group.,argument_group,an argument,-0.543796181678772,0.55
docgap_f977c9aca9d3f63c,Writes the specified [GAP] to the console stdout.,name,message,-0.7296847701072693,0.21621621621621623
docgap_05030d4e42ccf86f,Set a value at the [GAP] OrderedDict,end of the value.,front of an,-0.8773452639579773,0.18840579710144928
docgap_59eee02a7d29d9dd,returns a [GAP] of credentials for bucket and admin,list,dictionary,-0.46115678548812866,0.07272727272727272
docgap_f4d4b1e32fec013f,% prog install [GAP]. bed backbone. fasta alt. fasta,(args):,patchers,-0.212896928191185,0.09999999999999999
docgap_8522171a7d95ffdf,Check [GAP] for crypto done and finalize the final transfer.,_for_crypto_done(self):. Check,queue,-0.09762527793645859,0.022222222222222223
docgap_5eb87cdc54a7b346,Parses the [GAP] returns a dictionary with the flags placed in the appropriate entry in the appropriate entry.,dictionary and,set of flags and,-0.5353992581367493,0.1733333333333333
docgap_298d9915b2690345,Split a string into a [GAP] of lists.,list,list,-0.44637027382850647,1.0
docgap_a5643b4f00e4e852,Reload the [GAP] from saved schedule file.,schedule file,schedule,-0.6394959092140198,0.6875000000000001
docgap_f048668c9bf3d2a5,Create a [GAP] BSP instance with the given rectangle.,new,new,-0.5452139973640442,1.0
docgap_39105d3e2c3d0968,Checks if a [GAP] stream_id and tuple matches with the output schema.,"self,",given,-0.44878458976745605,0.06666666666666667
docgap_53ae8e9fa0af8d98,Initiate a connection [GAP] device.,to your,to a specific,-0.6583175659179688,0.13333333333333333
docgap_c9b8501a28166be7,Sends a [GAP] specified context.,message in the,new notification to the,-1.0159884691238403,0.17708333333333334
docgap_ce74a1b9f9e2730b,Validates [GAP] a regular project-based workflow.,a regular project-based workflow. Validates,the JSON spec for,-0.5991727113723755,0.08484848484848485
docgap_84b1298f8fed4abb,Undo the value compression [GAP] (n),value,performed by x = compress_amount,-0.4132356345653534,0.03125
docgap_4af9d99d27a47bc7,Get switch ip [GAP] transaction.,s for,addresses from baremetal,-1.1529350280761719,0.1111111111111111
docgap_c71ab2e07f6f4920,normalize the [GAP] to make sure needed values are there,flags,flags,-0.568247377872467,1.0
docgap_3c3652c234bc73fb,Returns the value of the given variable or the given default [GAP] the variable is not defined.,. Returns the value of the given variable or the given default,value if,-0.3788745105266571,0.11794871794871793
docgap_c861bb8afcf8a154,Create an HDF5 file [GAP] temporary file.,and create a,backed by a,-0.5755950808525085,0.16666666666666669
docgap_c1690541fc971d79,Probes the volume group for [GAP] returns a list of LogicalVolume instances.,the volume group.,logical volumes and,-0.6184672713279724,0.32258064516129037
docgap_51433cf7781926fe,Get the S and Z matrices using [GAP] parameters.,the S and Z,the current,-0.48096925020217896,0.21568627450980393
docgap_ac638b487b43ac73,Log HTTP [GAP] headers etc.,"headers,",information including url,-0.4405905604362488,0.03571428571428571
docgap_c3df4b5712f21a45,Infer an attribute [GAP] using getattr on the associated object,by,node by,-0.7340257167816162,0.19999999999999998
docgap_fc9968361f9afb79,This function factorizes [GAP] specific entry in the internal state.,a,the RHS of a,-0.4590803384780884,0.034482758620689655
docgap_b76953042cac558a,Get all keys with a [GAP] during the transaction.,key,given prefix of Key,-0.9945885539054871,0.05714285714285715
docgap_4dc2fedcc8623533,Retrieve manta output variant file [GAP] on analysis.,based,depending,-0.7957193851470947,0.07407407407407407
docgap_8576ec942d6a909f,Utility method that yields all directories on the [GAP] file systems.,self.,device s,-0.20624738931655884,0.08333333333333333
docgap_1072f12c191da52d,set the base or default to [GAP] Docker Hub.,the,use,-0.7189174294471741,0.16666666666666666
docgap_8c2222e453086ce9,r Save traced [GAP] a JSON file.,to,modules information to,-0.5825949907302856,0.05
docgap_fda9aa3b19305d4d,constructs a dictionary that represents amphidromus relations between objects and a list of [GAP] between objects,amphidromus relations,amphidromus relations,-0.4237862825393677,1.0
docgap_a7c952d4289e713e,Convert an [GAP] base36 string representation.,array of,integer into its,-0.8410742878913879,0.05263157894736842
docgap_338a7b62e89c5c57,Apply options [GAP] configuration.,to,component options to this,-1.0483731031417847,0.04347826086956522
docgap_45203fd770ed58cb,Retrieves a stat that was previously [GAP] by the current pipeline run.,generated,reported,-0.653427004814148,0.2222222222222222
docgap_616b6fa4ad0b607c,Pad apply 3-[GAP] leaky relu.,D,D convolution and,-0.5831744074821472,0.022727272727272724
docgap_df25c0f223103d1c,Initialize [GAP] object from a json dictionary.,an,a IdentifiedLanguages,-0.37183016538619995,0.052631578947368425
docgap_1e3683be592fe4cb,Add the given plugin name to the list of [GAP] netnode plugin names in the current IDB.,the,registered,-0.5999306440353394,0.0784313725490196
docgap_e1988776f698a947,Return the [GAP] previous unwrittable letter on a given row.,def,position of the,-0.2678646445274353,0.04938271604938272
docgap_6d35cad5fe114b1a,Visit the If node and [GAP] result.,return the,return the,-0.4236188530921936,1.0
docgap_c884f918556d5ae7,Sets the rule of the based on [GAP] rulenames.,the,the given list of,-0.5478060245513916,0.12903225806451613
docgap_7d0466aaabd1de22,Computes the hitting probability of [GAP] target states.,hitting in,all states to the,-0.5691771507263184,0.06060606060606061
docgap_aee382ae21204289,Returns a [GAP] access a federated server and a portal token security handler.,portal token security handler to,handler to,-0.4316178560256958,0.4054054054054054
docgap_b602c8b7a890b165,Import zone based off [GAP] file.,zone,a BIND zone,-0.4304976463317871,0.3278688524590164
docgap_b182b24eb2fa474c,This function takes a tuple of input filename and returns a tuple of the size of the file and the size of the file that is used to store the subportion of [GAP] this function.,input filename in,the BWT independently using,-0.7910287380218506,0.16239316239316243
docgap_46fd1bc222066fa2,Return a function object suitable for the get side of a [GAP] descriptor.,function,list property,-0.317897230386734,0.0625
docgap_3be0521c771c08f1,Returns the list of output [GAP] this rule.,_files(self) to,files from,-0.47344863414764404,0.3
docgap_fe578b78749b02ef,Return the created [GAP] a dict.,dict as,workflow as,-0.5088633894920349,0.15384615384615383
docgap_2b0a3fa0a541988b,Read the version [GAP]. version file that may exist alongside __init__. py.,file,from a,-0.5127267837524414,0.06451612903225806
docgap_15cc17d6b2525688,Function to [GAP] a new configuration segment.,create,create,-0.5285746455192566,1.0
docgap_e3e3aafbbb1e0b3f,Constructs a BlueDispatcher out of [GAP] object.,the,the current,-0.9091173410415649,0.21052631578947367
docgap_e48f742723ba100f,Downloads the contents [GAP] link to a file.,of a,of a,-0.5081082582473755,1.0
docgap_5929ae3df4e1e430,Same as unpack_from_dict but [GAP] dictionary.,in the,returns a,-1.269160509109497,0.13333333333333333
docgap_420aa16c944af098,Processes the API data for a post and adds [GAP] Media objects related to that post.,the API data for the,or updates the,-0.4755883812904358,0.264367816091954
docgap_5cdd20f022c814f7,Writes in an 64-bit [GAP] from the specified memory space and offset.,memory space,value,-0.47436320781707764,0.05555555555555556
docgap_2aee0e867f384793,Returns a dict with fields detail from a [GAP] model schema,model schema. Returns a,marshmallow,-0.6995694637298584,0.11494252873563218
docgap_51a679144b0dc8d5,A worker thread that communicates [GAP] the GUI,to,with,-0.8897542953491211,0.15384615384615383
docgap_c8776db0671d95a8,Destroy this prefix running any [GAP] files inside it.,of the,cleanups and removing any,-0.5255931615829468,0.038461538461538464
docgap_0aaf04723c8d3b9d,Return an iterator of tuples describing the identities [GAP] node.,of the,of the,-0.4796108603477478,1.0
docgap_6b925a6921a3dfb0,Local [GAP] of experts that works well on TPU.,team,mixture,-0.49770915508270264,0.16216216216216217
docgap_32fc9a9f13231860,This function encodes the diagnostic data [GAP] sensor,of the,of a,-0.7960925102233887,0.3870967741935483
docgap_7368543db9b39808,Add [GAP] in issue_keys to the epic_id.,"_issues_to_epic(self, epic_id",the issues,-0.13477809727191925,0.23529411764705882
docgap_dc05470db8eda5d8,Convert a style dictionary to an [GAP] format dict.,num_format_str=None,xlsxwriter,-0.4594881534576416,0.06944444444444445
docgap_371466e27762fcb4,Notify about an AddChange at a [GAP] and length.,time of index,caertain index,-0.5334299802780151,0.3636363636363636
docgap_f1f9c43a9c7cfd21,Returns a dictionary of all the [GAP] to include with DataFrame.,fields,fields,-0.3705001771450043,1.0
docgap_92b037cc1774c79f,Parse a human [GAP] into a list of key combinations.,key,readable key sequence,-0.5135970711708069,0.10256410256410257
docgap_d9cc5b07d167ff77,Internal method [GAP] special-casing patches on column data sources.,for,to handle,-0.8329865336418152,0.044444444444444446
docgap_c8cd007c0b954866,Set [GAP] the x-axis tick labels.,"_xticklabels_position(self, row, column,",the position of,-0.09419269114732742,0.26
docgap_d5c7d807bde93944,Create and attach volumes to [GAP] machine.,your,a virtual,-0.637843906879425,0.0816326530612245
docgap_7034717e7fa95bb0,Used [GAP] asyncio. Protocol of incoming data.,by,to signal,-0.8056240081787109,0.0
docgap_7cc64383be37e47b,Returns [GAP] trade datetime for the given asset and dt.,the,the last,-0.49362343549728394,0.3076923076923077
docgap_8b10670320859665,Return a list of row col tuples that need [GAP] highlighted.,to be,to be,-0.470836341381073,1.0
docgap_03c278615fc5300d,Scroll the object which has * [GAP] beginning horizontally.,"args,**selectors): return self.device",selectors * attributes to,-0.2610570192337036,0.28654970760233917
docgap_f58ea16dddb563aa,Processes a request_token [GAP] the request token on success.,on success. Processes,request and returns,-0.6134766936302185,0.10476190476190476
docgap_947c87229c0ed7fd,Given a GTIN or SSCC [GAP] check digit.,", return nearest_multiple_of_ten - total.",return its appropriate,-0.3171767294406891,0.22413793103448276
docgap_6f93651453b5cc5b,r Estimates the multivariate ESS [GAP] a set of samples.,in,sigma matrix for,-1.3365963697433472,0.023809523809523808
docgap_f657f32dc6b3a1a1,Get alphabet and label names [GAP] dirs.,(dirs): return alphabet and label names(dirs):,union across all,-0.25881484150886536,0.1111111111111111
docgap_6c17ad931f52ce9a,Parse an address and return [GAP] object,an,an Address,-0.17515608668327332,0.125
docgap_dffb00cd6b520ac6,Creates a random tuple [GAP] tree_depth,"(size,",of size and,-0.29393261671066284,0.2777777777777778
docgap_4357f1a9cd15acef,Return the set of [GAP] that are referenced but not defined.,parameters,tokens,-0.586414098739624,0.09090909090909091
docgap_cc1c48a370ae426d,Creates or updates a specific point shape. The arguments allows for [GAP] a specific point by shape part point of any shape type. The arguments allows for updating a specific point by shape part point of any shape type.,updating,updating,-0.3107692301273346,1.0
docgap_2e7bc172d12fa16d,Return a dict [GAP] between two dicts.,",",with fields that differ,-1.0628106594085693,0.0
docgap_65a69c2a59b0c931,Initialize what requires credentials [GAP] secret files.,for,and,-0.6199002265930176,0.0
docgap_8b11bb15b174d506,Make sure every vCard in [GAP] unique filename.,the filename is a,the dictionary has a,-0.6671472787857056,0.22916666666666666
docgap_d2a38ecb60acb21f,Loads lat-lon [GAP] a netCDF file.,in,coordinates from,-1.365036964416504,0.07142857142857142
docgap_35b7b90baf823699,transliterate a string into a random [GAP] the current language,language in,base64-encoded version of,-0.8125508427619934,0.06451612903225806
docgap_0e8d4799cfd929cf,Load [GAP] Plex XML response.,"Data(self, data, data, data:. Load",the attributes from the,-0.32062840461730957,0.08333333333333333
docgap_98533c58188b0c90,Add an index [GAP] with the specified field and value pair for indexing.,ing index,to the object,-0.4187268912792206,0.0392156862745098
docgap_060b3c7ba55469bc,Checks if the parent destination [GAP] for node.,is,is valid,-1.0814845561981201,0.16666666666666669
docgap_c8c47ab5404a2151,Sets the color [GAP] edit to the inputed colorSet.,"Set( self, colorSet. Sets the colorSet to",set for this,-0.31470125913619995,0.13194444444444445
docgap_bb57105eb6bf9597,check if the [GAP] something,module is,configuration files actually specify,-0.45332613587379456,0.06666666666666668
docgap_57cf3e4ba660a9ff,r This function is used to partition the void space into pore regions using [GAP] watershed algorithm.,the,a marker-based,-0.5658882856369019,0.026666666666666665
docgap_0d62a444a5f250c1,Create an instance of class [GAP] folder according to ResourceModelName of a resource,in the,named * ResourceModel from models,-1.2241142988204956,0.029411764705882356
docgap_51d7e1c5d5dd1b34,Return OrderedDict of all [GAP] are not None,Returns,the keys that,-0.8617812395095825,0.06666666666666667
docgap_3bf82cfdadba5829,Returns list of phone [GAP] punctuation.,number,numbers without,-0.5525899529457092,0.43750000000000006
docgap_5ff0e12b1d5eb155,Retrieve the resources in a collection possibly filtered by a series of values to use in [GAP] search.,a,a where clause,-0.7329311966896057,0.02857142857142857
docgap_879a91c04bed9468,Checks that the input [GAP] valid.,is,array is,-0.5619575381278992,0.16666666666666669
docgap_979034ceebd06919,Restores TransientFile object with given name. Should be used when form is [GAP] and no file,not available,submitted with file name,-1.2911349534988403,0.10416666666666666
docgap_7d7d0d8e11804da5,Returns the indentation level [GAP] specified line.,of the,of the,-0.5185749530792236,1.0
docgap_8fe0c33019a5406d,Determine if loss has [GAP] should stop.,been stopped or,runaway and we,-0.8040906190872192,0.09722222222222224
docgap_9e42f03510f5c9f5,Returns the ID of the [GAP] for a given location.,location,feature that is available,-0.4057711362838745,0.05952380952380952
docgap_57f1bdfb3b79efa4,Convert reduced deflection [GAP] to physical deflection angle,angle,angle,-0.34015852212905884,1.0
docgap_7904dfa6c69a88d1,This function is called by the sensorpod module when it [GAP] ready to be monitored by the user.,is,is,-0.3639990985393524,1.0
docgap_ea8529f1d2a777ac,Yields each tuple for all columns in an object that [GAP] missing,is,are not,-0.6511198878288269,0.0
docgap_fa704030539738e8,This function [GAP] Galactocentric coordinates to XYZ coordinates.,returns,transforms rectangular,-0.6986820101737976,0.125
docgap_822fb2115ec17974,Returns [GAP] resource file exists otherwise False.,os.path.exists(real_path): return,True if the,-0.2550406754016876,0.07692307692307691
docgap_d50c87f76daedd58,Used to change lines [GAP] SVG file.,in,in an,-0.6554022431373596,0.33333333333333337
docgap_d748625d3cc16a48,Removes [GAP] the corresponding value.,the map.pop(key) from,specified key and return,-0.41243427991867065,0.11666666666666667
docgap_e1494da9a50819bb,Equivalent to [GAP] method.,the,the python dict update,-0.9684359431266785,0.09756097560975609
docgap_efb6dd58991860df,Add a condor command to the submit file that allows variable (macro) [GAP] to the executable.,to be added,arguments to be passed,-0.5603681206703186,0.2976190476190476
docgap_0dcdcdf1cdebf4e8,Update or [GAP] keys from a query string in a URL,remove,remove,-0.5052475929260254,1.0
docgap_3124ba926faf610e,Returns [GAP] of the spin of the secondary mass.,the spin,the x-component,-0.21306823194026947,0.2222222222222222
docgap_d04a83d96b7f6948,Evaluates and accumulates [GAP] of the last forward computation.,the value,evaluation metric on outputs,-0.8075071573257446,0.14583333333333331
docgap_0867682203bfd885,Fetch data with func return [GAP] by ID,",",dict indexed,-1.6738677024841309,0.0
docgap_8528cbf1d055d9d6,Compute [GAP]-frequency evolution of an inspiral signal in the time-frequency plane.,time,the time,-0.3789759874343872,0.4651162790697675
docgap_94ee75187a7f739e,Collect python files from the [GAP] example directories.,example directories and,gallery,-0.9961676001548767,0.06666666666666667
docgap_7bd06955acabfc75,Split the source string into lines [GAP] to be extracted.,that need,that are needed,-1.559839129447937,0.5087719298245614
docgap_da14b0bccd5ff10a,Executes the [GAP] issue reports.,issue reports. Executes the issue reports. Executes the issue,configured suite of,-0.3219033479690552,0.08
docgap_a890cede59de0569,Reassigns one or [GAP] label numbers to a new label number.,more,more,-0.3078973591327667,1.0
docgap_8143844c545dd6aa,Does this [GAP] match a sequence of nodes?,match,pattern exactly,-0.4632810652256012,0.08888888888888889
docgap_4e30f6723e2f7685,Create a new Storable object with a kwarg-[GAP] exposes.,storable object that,style init and,-0.41121891140937805,0.14942528735632185
docgap_915c2fa409562e68,Bridge [GAP] a worker under multiprocessing.,is,function to run,-0.5550400018692017,0.025641025641025644
docgap_03a57f49769692b8,Join relative URLs to base URL like urllib. [GAP]. urljoin but support arbitrary URIs.,def,parse,-0.5293031930923462,0.09523809523809522
docgap_5fbfb5c4f54732b6,Make [GAP] and return html path to image,_thumbnail(self): return html path to,thumbnail,-0.21979920566082,0.3170731707317073
docgap_087b56c27c71c0f3,Check the missing [GAP] from the workitem copied workitem,workitem,parameters for rendering directly,-0.6448267698287964,0.07407407407407407
docgap_0c925e2581cd14f6,Parse a resource file containing a [GAP] dicts,number of,list of,-0.729096531867981,0.18181818181818185
docgap_fed81ebb8ee0f5e1,A decorator that ensures that an entityID passed as the entity is passed [GAP] the entity.,as,as,-0.5849182605743408,1.0
docgap_f60151036584555c,Return all the [GAP] for a given user.,packages,available packages,-0.45365455746650696,0.5238095238095238
docgap_fc5b148788c8bb7c,returns a [GAP] parameters that constrain this parameter,set of,list of,-0.6009567379951477,0.4583333333333333
docgap_34367d7da469dc0c,Load config from YAML config_file and [GAP] or override it with the given additional_args.,reload it,extend,-0.5942579507827759,0.1
docgap_78f722177c28cf68,Gets version of this code [GAP] commits,. Gets version of this code. Gets version of this,based on,-0.49668416380882263,0.05128205128205129
docgap_e634c4c48bbdb90c,Callback executed [GAP] received from the server.,:. Callback,when a message is,-0.6140550374984741,0.043478260869565216
docgap_a97b20268fe2d7b5,Run all field validators [GAP] of errors.,to avoid the detection,and return a dict,-0.9315871000289917,0.16666666666666669
docgap_48dfae533aef59a2,Parse. xml file [GAP] object.,"(cls, xml_path): return the",and create a XmlParser,-0.24852131307125092,0.1287878787878788
docgap_6b312b9d3b37c3a0,Get the [GAP] the physical server.,physical server to,RAID support on,-0.7697786688804626,0.09523809523809526
docgap_d946380aff2e1901,This function calculates the delta [GAP] encounter with a Hernquist sphere in the impulse approximation.,v,velocity to due an,-0.18396249413490295,0.021276595744680854
docgap_fac424393b629d86,Convert a spherical harmonic degree [GAP] instance.,to a,to a new class,-0.7199928164482117,0.25316455696202533
docgap_c8a848c4b62a0101,Returns [GAP] keys in the cache.,def,a set of,-0.3659653067588806,0.10256410256410256
docgap_a8ddcba41405bc55,Called just [GAP] this node has been visited.,a few days after,after,-0.9664240479469299,0.3125
docgap_458c36f6f3a19b1a,Decorator that returns [GAP] that will parse the arguments of the view class with the given argmap.,decorator. Decorator,a function,-0.12069898098707199,0.06666666666666667
docgap_d2d3c3e796638a6c,Returns the string [GAP] at the given index,of the index,name of the block,-0.826960563659668,0.4027777777777778
docgap_b98403ed85c19103,Builds a flat message [GAP] message dictionary.,dictionary. Builds a flat,from a,-0.24500329792499542,0.07692307692307693
docgap_56900b2d78fd4f99,function takes a str object containing the name of an existing performance task and issues a RESTFUL [GAP] IMC REST service to get the performance task information.,DATA,call to the,-1.3570951223373413,0.0
docgap_0534e3c4c7a9e4eb,get nested dict as dict where key is tuple or delimited string [GAP] keys,. get,of all-1 nested,-0.5856752395629883,0.06666666666666667
docgap_e1e6ead4144b4765,Extract slices [GAP] image as equal-sized blobs of column-format data.,of column-format,of an,-0.43979987502098083,0.16666666666666666
docgap_bde5f6068f390b0b,Returns the collection [GAP] serialized object.,of the,of items as a,-0.6861032843589783,0.19047619047619047
docgap_e3adc959878781a4,Make a [GAP] string based on configuration parameters.,string based on configuration parameters. Make a string based on configuration,prefix,-0.4916033148765564,0.02531645569620253
docgap_47fb16f78ed8d6c9,Returns the [GAP] specified pathname.,name of the,comment group for a,-0.7607094049453735,0.13333333333333333
docgap_fa9dcc72f83ca600,Constructs the spec for predefined fields that are to [GAP] master spec prior to schema load,be loaded into the,be included in the,-0.6284618973731995,0.4086021505376344
docgap_5767de36c581513b,Read the exposure and the riskmodel and update the attributes of [GAP] the relevant attributes.,readinput.exposure and update,the object with,-0.35585084557533264,0.07692307692307693
docgap_6fa81851945014bb,Gets the Bank Ids [GAP] AssessmentPart.,_by,mapped to an,-0.3342162072658539,0.0
docgap_21ab4b81dff236c1,Name a chord. A [GAP] is a list of names.,chord,chord,-0.21911224722862244,1.0
docgap_c523de8238348c29,Creates and adds duplicate analyses from the source [GAP] to the destination slot.,slot,slot,-0.6525461673736572,1.0
docgap_1ae848400e0b4c8a,Sets [GAP] value for the cluster.,the,the TC1,-0.400555819272995,0.3636363636363636
docgap_65b8bd65a74cab8c,Converts a given variant into a [GAP] the descriptors in the given object.,given variant with,list containing,-0.4875218868255615,0.14285714285714285
docgap_ee542031e6d8c3c7,Parse the [GAP] a dictionary.,dictionary in,gdb mi output into,-0.9224063158035278,0.1282051282051282
